name;category;year_published;designer;min_age;average_rating;users_rated;min_players;max_players;publisher
Legends of Robin Hood;Adventure;1991;Courtney F. Allen;10;5.54367;166;2;5;Avalon Hill
Sicily: Triumph and Folly;Wargame;2000;Dean Essig;16;7.79553;153;2;2;The Gamers
Federation Space;Movies / TV / Radio theme;1981;Stephen G. Wilcox;12;6.18217;129;2;8;Task Force Games
Olympica;Science Fiction;1978;Lynn Willis;12;6.18;100;2;2;Metagaming
Cortez;Civilization;2001;Hermann Huber;10;4.498;50;2;6;Piatnik
Remember the Alamo;Wargame;1982;Kevin Hendryx;12;5.80412;51;2;2;TSR
Icebergs;Nautical;1982;Tom Wham;10;5.47321;56;2;8;TSR
Strata 5;Abstract Strategy;1984;(Uncredited);10;5.81274;106;2;4;Milton Bradley
Krull;Medieval;1983;(Uncredited);10;4.93714;70;2;4;Parker Brothers
Bounty;Adventure;2000;CyberZoo Interactive;8;5.27485;79;2;8;Canopus Consultancies
The Lord of the Rings Adventure Game;Adventure;1978;Michael Gray;10;6.10727;55;2;4;Milton Bradley
Coup;Wargame;1991;Steve Jackson (I);12;4.96538;78;2;2;Steve Jackson Games
Double Crossing;Economic;1988;Paul J. Gruen;0;5.53111;90;2;6;Lionel Trains
Space Pigs;Economic;1999;Pascal Bernard;12;5.47115;78;3;6;Tilsit
Clue: Dungeons & Dragons;Deduction;2001;(Uncredited);8;5.85568;220;2;6;USAopoly
Mosby's Raiders;American Civil War;1985;Eric Lee Smith;12;6.58062;374;1;1;Victory Games (I)
Open Fire;Wargame;1988;Gerard Christopher Klug;12;5.45136;110;1;1;Victory Games (I)
Peloponnesian War;Ancient;1991;Mark Herman;12;6.71714;373;1;2;Victory Games (I)
Carrier;Aviation / Flight;1990;Jon Southard;12;7.29485;320;1;1;Victory Games (I)
Tokyo Express;Nautical;1988;Jon Southard;12;7.03306;242;1;2;Victory Games (I)
Red Empire;Card Game;1990;Frank Chadwick;10;5.86968;188;3;6;GDW Games
Whodunit;Deduction;1972;(Uncredited);8;5.70144;139;2;6;Selchow & Righter
Gladiator;Ancient;1981;Michael E. Matheny;12;6.45816;407;2;6;Avalon Hill
X-Men: Under Siege;Comic Book / Strip;1994;Richard Borg;10;5.66745;179;2;4;Pressman Toy Corp.
Spices of the World;Economic;1988;Rex A. Martin;8;4.67353;68;2;6;Avalon Hill
Richthofen's War;Aviation / Flight;1972;Randall C. Reed;12;5.93855;723;1;6;Avalon Hill
Moonstar;Abstract Strategy;1981;Alex Randolph;12;5.0868;75;2;12;Avalon Hill
Knights of the Air;Aviation / Flight;1987;Mick (Mike) Uhl;12;5.79892;186;1;6;Avalon Hill
Dark Emperor;Fantasy;1985;Greg Costikyan;12;5.50616;146;2;2;Avalon Hill
Business Strategy;Economic;1973;(Uncredited);10;6.01842;114;2;4;Avalon Hill
Bureaucracy;NA;1981;Bruce Spitz;12;3.99744;78;2;8;Avalon Hill
A Nightmare On Elm Street: The Game;Horror;1987;Robert J. Ryer;12;4.11765;51;2;6;Victory Games (I)
Wide World;Aviation / Flight;1957;(Uncredited);8;5.34761;67;2;6;Parker Brothers
Tintin;Comic Book / Strip;1987;A.B. Chr. Olsen;8;4.91013;76;2;4;Ravensburger Spieleverlag GmbH
Evade;Abstract Strategy;1971;Alex Randolph;12;5.72982;57;2;2;3M
Im Märchenwald;Children's Game;2000;Markus Nikisch;5;5.81048;124;1;8;Adlung-Spiele
Fury of the Clansmen;Exploration;1994;Bryan Winter;12;6.39382;89;2;8;Target Games
Cosmic Coasters;Abstract Strategy;2001;Andrew Looney;10;5.17541;196;2;4;Looney Labs
Dark Cults;Card Game;1983;Kenneth Rahman;10;6.78814;118;2;2;Dark House
Rollout;Economic;1987;(Uncredited);10;5.67279;68;2;6;Supremacy Games
Pampas Railroads;Economic;2001;John Bohrer;12;7.09922;192;3;6;Winsome Games
Inklings;Party Game;1993;(Uncredited);12;6.38517;118;4;6;Mattel
Dilbert: Corporate Shuffle;Card Game;1997;Richard Garfield;8;5.9838;574;4;6;Wizards of the Coast
Spanish Main;Adventure;1984;Francis Tresham;10;6.50511;88;1;6;Hartland Trefoil Ltd.
Mississippi;Abstract Strategy;1987;Roland Siegers;10;5.80379;132;2;6;Mattel
Devil Bunny Hates the Earth;Abstract Strategy;2001;James Ernest;10;4.82823;294;2;5;Cheapass Games
Proton;Abstract Strategy;1998;Andrew Looney;8;5.02176;51;1;2;Looney Labs
Wilderness War;Age of Reason;2001;Volko Ruhnke;12;7.73755;1381;2;2;GMT Games
1829;Economic;1974;Francis Tresham;12;7.0493;200;3;9;Hartland Trefoil Ltd.
Chainsaw Warrior;Adventure;1987;Stephen Hand;10;5.76021;629;1;1;Games Workshop Ltd.
Spree!;NA;1997;James Ernest;10;5.75951;284;3;8;Cheapass Games
The Willow Game;Adventure;1988;Greg Costikyan;11;5.68112;188;2;6;Tor Books
Time War;Science Fiction;1979;J. Stephen Peek;12;5.36574;54;2;4;Yaquinto
Moonshot the Game;Collectible Components;1997;Van Overbay;10;5.88148;54;1;4;History In Action Game (The Galactic Attic)
Arena: Morituri te salutant;Ancient;1997;Vlaada Chvátil;12;7.60455;77;2;5;Altar Games
Fireside Football;Sports;1996;Alan Parr;12;5.99474;57;3;6;Gibsons Games
Portal;Card Game;1997;Richard Garfield;13;6.00043;234;2;2;Wizards of the Coast
Friesematenten;Card Game;1998;Friedemann Friese;14;6.34662;133;2;4;2F-Spiele
Mad Scientist;Card Game;2000;Shawn F. Carnes;10;4.34;100;2;4;Wizards of the Coast
G.O.O.T.M.U.;Maze;1992;Tom Jolly;12;5.50427;117;2;6;Jolly Games
Lao Pengh;Card Game;1999;Patrick Inauen;10;5.31231;65;2;6;Adlung-Spiele
Kismet;Card Game;1997;Wolfgang Panning;8;5.08443;61;3;8;ABACUSSPIELE
Ali Baba;Arabian;1993;Ian Livingstone;10;4.91;50;2;6;ABACUSSPIELE
Myst;Puzzle;1998;(Uncredited);10;4.13636;66;2;6;University Games
Last Word;Word Game;1985;(Uncredited);10;5.53947;91;2;4;Milton Bradley
Risk 'n' Roll 2000;Dice;1999;(Uncredited);10;4.46306;85;2;6;Hasbro
Mertwig's Maze;Adventure;1988;Tom Wham;10;6.4402;245;2;6;TSR
Das GROSSE und das kleine A;Card Game;1996;Wolfgang Kramer;10;6.28603;78;3;9;AMIGO Spiel + Freizeit GmbH
Schwarzmarkt;Card Game;1996;Stefan Dorra;12;5.57024;84;3;5;AMIGO Spiel + Freizeit GmbH
Emperor of China;Ancient;1972;G. L. Lamborn;10;5.9297;101;2;5;Dynamic Games / Dynamic Design Industries
Ace of Aces: Jet Eagles;Aviation / Flight;1990;Alfred Leonardi;10;6.15104;96;2;2;Nova Game Designs
Zargo's Lords;Fantasy;1979;Marco Donadoni;12;6.64;160;2;4;International Team
Non-Violent, Politically-Correct War;Card Game;1996;(Uncredited);4;2.94593;59;2;4;University Games
Target;Card Game;1997;Andy Daniel;8;6.00863;139;2;4;Enginuity
Panzer Command;Wargame;1984;Eric Lee Smith;12;7.08604;154;2;2;Victory Games (I)
Restaurant;NA;1987;Roland Siegers;8;5.048;50;3;6;Flying Turtle Games
Gulf Strike;Modern Warfare;1983;Mark Herman;12;6.52191;340;2;2;Victory Games (I)
Hell's Highway;Wargame;1983;John H. Butterfield;12;7.26906;299;2;2;Victory Games (I)
Aegean Strike;Aviation / Flight;1986;Mark Herman;12;6.20604;149;2;2;Victory Games (I)
Central America;Modern Warfare;1987;James H. McQuaid;12;5.88066;212;2;2;Victory Games (I)
The Civil War;American Civil War;1983;Eric Lee Smith;12;7.67152;948;2;2;Victory Games (I)
Shell Shock!;Wargame;1990;Joseph Reiser;12;6.33741;143;2;4;Victory Games (I)
Das Letzte Kamel;Arabian;1989;Tom Schoeps;8;5.36231;65;2;6;F.X. Schmid
Elfengold;Bluffing;1991;Alan R. Moon;10;6.09905;105;2;6;White Wind
Waldmeister;Environmental;1994;Andreas Seyfarth;12;6.25935;107;2;4;Hans im Glück Verlags-GmbH
Imperium: 3rd Millennium;Science Fiction;2001;Marc W. Miller;12;5.22806;139;2;2;Avalanche Press Ltd.
Young Jedi CCG;Card Game;1999;Chuck Kallenbach;8;4.87561;295;2;2;Decipher
Rage (second edition);Card Game;1998;Luke Peterschmidt;12;5.79698;63;2;5;Five Rings Publishing Group
Crisis: Sinai 1973;Modern Warfare;1995;John Prados;12;6.52529;87;2;2;GMT Games
Vegas;NA;2000;James Ernest;10;5.51828;93;3;6;Cheapass Games
London's Burning;Aviation / Flight;1995;Ben Knight;12;6.86381;401;1;2;Avalon Hill
Stomp!;Fantasy;1978;Tadashi Ehara;10;5.64583;72;2;2;Chaosium
Thunderbolt/Apache Leader;Aviation / Flight;1991;Dan Verssen;12;7.16625;225;1;1;GMT Games
Tyranid Attack;Exploration;1992;Jervis Johnson;12;5.91477;88;2;2;Games Workshop Ltd.
Willi;Card Game;1999;Günter Burkhardt;8;5.67436;78;3;4;Hans im Glück Verlags-GmbH
Flagship: Prometheus Unchained;Card Game;2002;Dan Verssen;10;5.99878;182;2;4;GMT Games
Food Fight;Fighting;1980;Bryce Knorr;10;5.18984;63;2;4;TSR
Chitin: I;Science Fiction;1977;Howard Thompson;10;5.91397;179;2;2;Metagaming
Ergo;Abstract Strategy;1977;(Uncredited);10;6.04364;55;2;2;Invicta Games
Thinking Man's Golf;Sports;1966;Frederick A. Herschler;0;5.9962;184;1;4;3M
Falsche FuFFziger;Economic;1994;Friedemann Friese;12;6.43077;117;3;6;2F-Spiele
Redemption;Card Game;1995;Rob Anderson;7;5.80688;210;2;5;Cactus Game Design
Suppenkasper;Card Game;1987;Karl-Heinz Schmiel;8;5.58854;96;3;6;Mattel
The Lost World Jurassic Park Game;Movies / TV / Radio theme;1996;(Uncredited);8;5.81267;146;2;4;Milton Bradley
Proteus;Abstract Strategy;2001;Francis K. Lalumiere;8;6.59046;192;2;2;Steve Jackson Games
Revolt on Antares;Science Fiction;1981;Tom Moldvay;12;6.2461;177;2;4;TSR
Saga;Adventure;1980;Steve Marsh;10;5.84615;135;2;6;TSR
They've Invaded Pleasantville;Horror;1981;Michael Price;12;5.88235;153;2;2;TSR
Vampyre;Exploration;1981;Philip A. Shreffler;12;6.18354;158;2;6;TSR
Bamboozle;Word Game;1997;(Uncredited);18;4.94357;70;4;99;Parker Brothers
Chez Dork;Card Game;2001;Steve Jackson (I);12;5.25866;486;2;6;Steve Jackson Games
PanzerBlitz;Wargame;1970;Jim Dunnigan;12;6.46801;1421;2;2;Avalon Hill
Zero!;Aviation / Flight;2001;Dan Verssen;12;6.9414;553;2;10;GMT Games
Strat-O-Matic Baseball;Sports;1962;Hal Richman;11;7.56622;805;1;2;Strat-O-Matic Game Company
The Stock Market Game;Economic;1970;Thomas N. Shaw;0;5.26648;176;1;6;Avalon Hill
Afrika Korps;Wargame;1964;Charles S. Roberts;12;6.11818;829;2;4;Avalon Hill
Mythology;Bluffing;1980;J. Stephen Peek;12;6.55;110;2;8;Yaquinto
Crusades II;Medieval;1994;Robert G. Markham;12;6.34352;54;2;2;3W (World Wide Wargames)
Ultimate Stratego;Abstract Strategy;1997;(Uncredited);10;5.85615;317;2;4;Winning Moves Games (USA)
Lost Patrol;Exploration;2000;Jake Thornton;12;6.4751;241;2;4;Games Workshop Ltd.
Fight!;Deduction;2000;(Uncredited);10;5.96068;88;2;6;Cheapass Games
Knock Out;Bluffing;1994;Wolfgang Panning;12;5.92241;83;3;5;TM Spiele
Greyhawk: Wars;Fantasy;1991;David "Zeb" Cook;12;5.87376;194;2;6;TSR
Atlantis: Pathways of the Deep;Children's Game;2001;(Uncredited);7;4.33393;61;2;4;Hasbro
S.P.I.V.'s;Exploration;1986;Nik Sewell;10;5.30833;60;2;6;Three Wishes
Droids;Fighting;1991;Dominique Ehrhard;12;5.42917;72;1;4;Eurogames
Titicaca;Territory Building;2001;Corné van Moorsel;12;6.26167;210;2;5;Cwali
Lotus;Abstract Strategy;1998;Dominique Tellier;10;5.42528;180;2;4;Ravensburger Spieleverlag GmbH
Treasure Quest;Abstract Strategy;1996;Christine Welz;7;5.11786;56;2;2;Ravensburger Spieleverlag GmbH
Muscat;Abstract Strategy;2001;Christiane Knepel;10;6.41248;207;3;5;Sternspieler
Tower of the Wizard King;Fantasy;1993;(Uncredited);10;5.8687;123;2;4;Parker Brothers
Quinto;Abstract Strategy;1964;(Uncredited);8;5.88455;165;2;4;3M
Haunted Wood;Children's Game;1974;Gerhard Schittenhelm;5;4.66691;55;2;4;Ravensburger Spieleverlag GmbH
Blue Line Hockey;Sports;1968;Frederick A. Herschler;8;5.4566;106;2;2;3M
Safe Return Doubtful;Adventure;1996;Randy Moorehead;0;5.865;50;1;5;Simulations Workshop
Sold! The Antique Dealer Game;Bluffing;1997;Frank DiLorenzo;12;5.67273;55;2;6;R&R Games
Ghoulash;Exploration;2001;Mike Suchcicki;8;6.14643;84;2;2;Ghoulash Games
Go Wild!;Card Game;1998;Grzegorz Rejchtman;10;5.15;80;2;6;Wizards of the Coast
Kanaloa;Nautical;2001;Günter Cornett;8;6.52313;67;2;4;Bambus Spieleverlag
Charge it!;Card Game;1972;(Uncredited);0;5.64375;56;2;6;Whitman
Rainbows;Card Game;1995;Alan R. Moon;8;5.14286;70;3;5;White Wind
Hit the Beach;Wargame;1965;(Uncredited);10;5.13582;134;2;4;Milton Bradley
Skirmish;Age of Reason;1975;(Uncredited);10;6.06903;155;2;2;Milton Bradley
Battle-Cry;American Civil War;1961;(Uncredited);10;5.56604;293;2;4;Milton Bradley
Phlounder;Action / Dexterity;1964;H. Bernett;8;5.21103;58;2;4;3M
Bargain Hunter;Economic;1981;Michael Gray;9;4.53577;130;2;4;Milton Bradley
Halloween Party;Bluffing;2000;Christophe Boelinger;10;3.65797;69;3;6;Descartes Editeur
MotorChamp;Racing;2000;Albrecht Nolte;8;6.68401;152;2;8;AZA Spiele
Carrier Strike!;Miniatures;1977;(Uncredited);8;5.9413;246;2;4;Milton Bradley
India Rails;Economic;1998;Larry Roznai;12;7.03931;472;2;6;Mayfair Games
Scavenger Hunt;Card Game;1983;Paul J. Gruen;8;5.04706;51;2;4;Milton Bradley
Boggle Bowl;Dice;1987;Charles Phillips;8;5.80912;68;2;4;Parker Brothers
Equate;Math;1996;Mary Kay Beavers;8;5.51402;82;2;4;Conceptual Math Media
Nexus;Abstract Strategy;2001;James Ernest;10;6.15512;205;2;4;Cheapass Games
Valley Of The Four Winds;Fantasy;1980;Lewis Pulsipher;12;5.829;100;2;2;Games Workshop Ltd.
Kupferkessel Co.;Card Game;2001;Günter Burkhardt;8;6.93958;1003;2;2;Goldsieber Spiele
Viceroys;Exploration;1986;Mark McLaughlin;12;6.27212;156;1;7;Task Force Games
Pompeji;Ancient;2001;Frank Brandt;12;6.24843;286;2;4;Adlung-Spiele
Contigo;Abstract Strategy;1974;Frank Thibault;12;5.71132;53;2;4;3M
Auf Fotosafari in Ombagassa;Animals;1985;Reinhold Wittig;8;7.03;50;3;6;Edition Perlhuhn (Göttinger Spiele)
Vom Kap bis Kairo;Card Game;2001;Günter Burkhardt;10;6.32208;800;2;4;Adlung-Spiele
Samurai & Katana;Economic;1999;Pascal Bernard;12;5.94791;253;3;6;Tilsit
Who Stole Ed's Pants?;Card Game;2001;Jim Doherty;10;5.73986;280;3;4;Eight Foot Llama
Atlantic Star;Card Game;2001;Dirk Henn;10;6.89956;1670;2;6;Queen Games
Classic Warlord;Modern Warfare;2012;Mike Hayes;12;7.06927;167;2;7;(Self-Published)
Jurassic Park III Island Survival Game;Animals;2001;(Uncredited);8;5.84418;117;2;4;Milton Bradley
Valkenburg Castle;Fantasy;1980;Stephen V. Cole;10;5.88882;85;1;5;Task Force Games
Gods;Print & Play;2001;Michael Schacht;12;5.85362;167;2;4;Spiele aus Timbuktu
Intruder;Horror;1980;B. Dennis Sustare;10;6.59221;217;1;2;Task Force Games
Das Pferd von Troja;Ancient;1993;Alex Randolph;10;5.47157;51;2;4;Jumbo
Ramses II;Ancient;1997;Gunter Baars;7;5.80428;363;2;5;Ravensburger Spieleverlag GmbH
Rome At War I: Hannibal at Bay;Ancient;2000;Stephen C. Jackson;12;5.50941;101;2;2;Avalanche Press Ltd.
Clash of Giants;Wargame;2001;Ted Raicer;12;6.91735;248;2;2;GMT Games
Barbarian, Kingdom & Empire;Ancient;1983;Erik Wilson;0;6.945;100;1;6;Icarus Games
Prize Property;City Building;1974;(Uncredited);9;5.62019;104;2;4;Milton Bradley
What Were You Thinking?;Party Game;1998;Richard Garfield;10;6.91706;216;4;10;Wizards of the Coast
Der Herr der Ringe: Die Gefährten – Das Kartenspiel;Card Game;2001;Reiner Knizia;9;5.92321;293;2;4;Ravensburger Spieleverlag GmbH
Coppertwaddle;Card Game;2000;Tony Boydell;10;5.8426;96;2;2;Surprised Stare Games Ltd
Frachtexpress;Card Game;2001;James Kyle;10;6.31803;137;3;4;franjos Spieleverlag
Fire Team;Modern Warfare;1987;Jon Southard;12;6.91515;99;2;2;West End Games
Attack of the Mutants!;Horror;1981;Neil Zimmerer;12;6.18962;106;2;2;Yaquinto
The Beastlord;Fantasy;1979;Michael E. Matheny;12;5.75281;89;2;4;Yaquinto
Der Herr der Ringe: Die Gefährten;Fantasy;2001;J. R. R. Hering;10;4.78705;112;3;4;KOSMOS
War! Age of Imperialism;Industry / Manufacturing;2001;Glenn Drover;12;5.59312;750;2;6;Eagle-Gryphon Games
Star Wars: Escape From The Death Star;Movies / TV / Radio theme;1990;Stephen Hand;12;5.61736;144;1;4;West End Games
The American Civil War;American Civil War;2001;Glenn Drover;12;5.66324;361;2;4;Eagle-Gryphon Games
Knights of the Dinner Table: Orcs at the Gates;Exploration;1998;Jim Dietz;10;5.6641;117;2;5;Jolly Roger Games
Ein Arsch kommt selten allein;Card Game;2001;Harald Bilz;12;4.82619;63;2;4;Heidelberger Spieleverlag
Maginor;Fantasy;2001;Reiner Knizia;12;5.50517;329;2;4;Fantasy Flight Games
The Battle of Five Armies;Fantasy;1984;Rick Britton;12;6.38444;90;2;2;Iron Crown Enterprises
My Word!;Card Game;2001;Reiner Knizia;7;5.70146;396;2;6;Out of the Box Publishing
Plague!;Medieval;1991;Steven Barsky;10;5.38816;76;2;4;B&B Productions
Spinball;Action / Dexterity;2001;Aaron Weissblum;0;6.89527;143;2;2;Charbanova
U-Boat;Nautical;1959;Charles S. Roberts;12;5.57339;62;2;6;Avalon Hill
Platoon;Movies / TV / Radio theme;1986;S. Craig Taylor;15;5.96358;204;2;2;Avalon Hill
Rapid Recall;Memory;1993;Bruce Sterten;16;6.17286;70;4;100;Western Publishing Company
UNO Attack!;Card Game;1999;(Uncredited);7;5.39678;944;2;10;Mattel
Trivial Pursuit: Genus 5;Party Game;2000;(Uncredited);12;5.56828;573;2;24;Horn Abbot Ltd.
Sixteen Thirty Something;Negotiation;1995;Martin Wallace;12;6.0785;107;3;6;Warfrog Games
Heuchel und Meuchel;Medieval;1990;Rudi Hoffmann;12;5.03846;65;3;6;KOSMOS
Automania: The Game of the Motor Giants;Economic;1991;Ian Livingstone;13;5.83831;77;4;6;Livingstone Games
The Baton Races of Yaz;Fantasy;1984;C. C. Stoll;8;5.43587;63;2;2;TSR
Patton in Flames;Wargame;2001;Harry Rowland;12;7.00189;53;2;3;Australian Design Group
Panzer Grenadier: The East Front;Wargame;1998;Michael Bennighof;12;6.19353;232;2;2;Avalanche Press Ltd.
C.V.;Aviation / Flight;1979;S. Craig Taylor;0;7.23694;85;2;2;Yaquinto
Starfire;Science Fiction;1979;Stephen V. Cole;10;6.74309;246;2;3;Task Force Games
The Hunt for Red October;Modern Warfare;1988;Douglas Niles;12;5.85147;346;2;2;TSR
John Prados' Third Reich;Economic;2001;Brian L. Knipple;12;6.39865;259;2;5;Avalanche Press Ltd.
File 13;Economic;1983;Tom Wham;10;5.17634;112;1;4;TSR
The Last Crusade;Card Game;1995;John R. Hopler;10;6.57802;91;2;2;Pinnacle Entertainment Group
Search for the Emperor's Treasure;Adventure;1981;Tom Wham;10;6.88741;162;2;10;TSR
Diceland;Abstract Strategy;2002;Spartaco Albertarelli;10;5.66624;194;2;2;Kidultgame
Trivial Pursuit: The 1980's;Party Game;1989;(Uncredited);16;5.2427;209;2;6;Parker Brothers
Stockmarket;Economic;1987;(Uncredited);12;6.71909;55;2;6;Jordans Games
The Simpsons Trivia Game;Movies / TV / Radio theme;2000;(Uncredited);8;4.57136;235;2;5;Cardinal
Guderian's Blitzkrieg;Wargame;1992;Dean Essig;12;6.86653;121;2;2;The Gamers
Soldier Kings;Age of Reason;2002;Robert G. Markham;14;6.35355;248;2;8;Avalanche Press Ltd.
Reds! The Russian Civil War 1918-1921;Civil War;2001;Ted Raicer;12;7.24564;372;1;2;GMT Games
1806: Rossbach Avenged;Napoleonic;1998;Kevin Zucker;12;6.97824;74;2;4;OSG (Operational Studies Group)
The Godfather Game;Card Game;1971;Jody Porter;12;5.83774;53;2;4;Family Games (II)
Crash Tackle Rugby Board Game;Sports;2001;Marco Fuini;12;7.71547;148;2;2;(Self-Published)
Monopoly: Looney Tunes;Children's Game;2000;Rob Daviau;8;5.04286;56;2;8;Parker Brothers
By Jove;Ancient;1983;John Lacey;10;4.79195;87;2;6;Aristoplay
The Last Days of the Grande Armee;Napoleonic;1998;Kevin Zucker;0;6.44407;81;2;2;OSG (Operational Studies Group)
Trivial Pursuit: Millennium Edition;Party Game;1999;(Uncredited);15;5.36762;446;2;6;Parker Brothers
Napoleon at Bay: Defend the Gates of Paris;Napoleonic;1997;Kevin Zucker;0;7.6039;77;2;2;OSG (Operational Studies Group)
Bonaparte in Italy;Napoleonic;1979;Kevin Zucker;16;7.12381;105;2;2;OSG (Operational Studies Group)
Sideshow: The Campaign for German East Africa 1914-1918;Wargame;1990;Richard H. Berg;12;6.22931;87;2;2;3W (World Wide Wargames)
James Clavell's Shogun Card Game;Bluffing;1983;Allen Shipps;10;6.13125;64;3;8;Shipps Ltd.
Knockabout;Abstract Strategy;2001;Greg Lam;10;6.8247;83;2;3;Pair-of-Dice Games
Doctor Who: The Game of Time & Space;Exploration;1980;Derek Carver;8;5.41483;209;2;6;Games Workshop Ltd.
Gettysburg;American Civil War;1958;Charles S. Roberts;12;5.63073;259;2;2;Avalon Hill
Banque Fatale;Economic;1997;Stefan Dorra;10;5.91899;79;3;4;Blatz
Captain Park's Imaginary Polar Expedition;NA;2002;James Ernest;10;6.09088;362;3;7;Cheapass Games
Cairo;Action / Dexterity;2002;Günter Burkhardt;8;5.89271;247;2;5;Schmidt Spiele
Goldland;Exploration;2002;Wolfgang Kramer;10;6.69933;1182;2;5;Goldsieber Spiele
Sixmix;Dice;1999;Helmut Walch;8;4.81373;59;2;5;F.X. Schmid
Mandarin;NA;1991;Tom Kremer;8;6.11907;97;3;5;Mattel
Zahltag;Card Game;2002;Franz-Benno Delonge;10;5.75877;114;2;4;Ravensburger Spieleverlag GmbH
Holy War;Science Fiction;1979;Lynn Willis;12;5.00444;90;2;2;Metagaming
Invasion of the Air-eaters;Science Fiction;1979;Keith Gross;10;6.17736;106;2;2;Metagaming
Doom of the Eldar;Science Fiction;1993;Jervis Johnson;12;6.4416;175;2;2;Games Workshop Ltd.
Horus Heresy;Science Fiction;1993;Jervis Johnson;12;6.51263;190;2;2;Games Workshop Ltd.
Pennant Race;Dice;1983;Joseph M. Balkoski;12;5.29231;78;1;12;Avalon Hill
Hekla;Abstract Strategy;2001;Martin Schlegel;10;6.49113;62;2;4;Holzinsel
Dschunke;Economic;2002;Michael Schacht;10;6.70326;1002;3;4;Queen Games
Against the Reich;Wargame;1986;Joseph M. Balkoski;12;6.8181;116;2;2;West End Games
Cerberus: The Proxima Centauri Campaign;Science Fiction;1979;Stephen V. Cole;12;5.97966;59;2;2;Task Force Games
The Powerpuff Girls: Villains at Large Game;Card Game;2000;Craig Van Ness;8;6.41601;158;2;4;Milton Bradley
NUTS!;Card Game;1998;David McElhannon;0;6.06774;93;2;4;Decision Games (I)
Battlesuit;Science Fiction;1983;Steve Jackson (I);10;5.28478;115;2;2;Steve Jackson Games
Imperator;Ancient;2002;Frédéric Bey;12;7.47385;65;2;2;Vae Victis
Maskenball Venezia;Card Game;1999;Zoltán Aczél;10;5.44179;67;5;12;Adlung-Spiele
Wallenstein (first edition);Economic;2002;Dirk Henn;12;7.52732;3281;3;5;Queen Games
1776;Age of Reason;1974;Randall C. Reed;12;6.43193;810;2;2;Avalon Hill
Prussia's Glory;Age of Reason;2002;Bob Kalinowski;12;6.58844;147;1;2;GMT Games
Lone Wolf and Cub Game;Adventure;1989;Matthew J. Costello;12;4.23264;125;1;2;Mayfair Games
Santa Fe Rails;Trains;2001;Alan R. Moon;12;6.82243;804;2;5;GMT Games
Gouda! Gouda!;Animals;2002;Fréderic Moyersoen;8;5.20144;209;2;6;Descartes Editeur
World War II: Barbarossa to Berlin;Wargame;2002;Ted Raicer;14;7.22602;979;2;2;GMT Games
Wie Hund und Katz!;Animals;2002;Chris Bayliss;10;5.66574;108;2;6;Goldsieber Spiele
Affenraffen;Animals;2002;Michael Schacht;6;5.98837;86;2;6;Goldsieber Spiele
Gumshoe;Deduction;1985;Gary Grady;12;7.15971;103;1;6;Sleuth Publications
The Inventors;NA;1974;Marvin Glass;9;5.45491;275;3;4;Parker Brothers
Stratego: Star Wars;Abstract Strategy;2002;(Uncredited);8;5.9834;341;2;2;Hasbro
Rise and Fall;Ancient;1989;Karsten Engelmann;12;6.50546;119;1;6;EMS
Tin Soldiers;Card Game;2002;Al Newman;10;5.84149;195;3;5;R&R Games
This Accursed Civil War;Civil War;2002;Ben Hull;12;7.52614;241;2;2;GMT Games
Brandywine;Age of Reason;2000;Mark Miklos;12;7.26394;174;2;2;GMT Games
Saratoga;Age of Reason;1998;Mark Miklos;12;7.11579;331;2;2;GMT Games
Star Trek: The Game;Movies / TV / Radio theme;1992;(Uncredited);10;4.375;140;2;6;Classic Games
